season,week,celebrity_name,ballroom_partner,celebrity_industry,age,results,placement,elim_week,J_total,active,J_sum_week,J_pct,eliminated,contestant_id,total_judge_score,judge_percent,exit_week
19,4,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,36.0,True,320.0,0.1125,False,19_Janel Parrish,36.0,0.1125,
19,5,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,33.0,True,264.0,0.125,False,19_Janel Parrish,33.0,0.125,
19,6,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,33.0,True,293.0,0.1126279863481228,False,19_Janel Parrish,33.0,0.1126279863481228,
19,7,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,33.5,True,258.5,0.1295938104448742,False,19_Janel Parrish,33.5,0.1295938104448742,
19,8,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,43.0,True,248.0,0.1733870967741935,False,19_Janel Parrish,43.0,0.1733870967741935,
19,9,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,38.5,True,214.0,0.1799065420560747,False,19_Janel Parrish,38.5,0.1799065420560747,
19,10,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,39.0,True,182.5,0.2136986301369863,False,19_Janel Parrish,39.0,0.2136986301369863,
19,11,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,25,3rd Place,3,,38.99980000000001,True,156.33300000000003,0.2494662035526728,False,19_Janel Parrish,38.99980000000001,0.2494662035526728,
19,1,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,36.0,True,372.0,0.0967741935483871,False,19_Alfonso Ribeiro,36.0,0.0967741935483871,
19,2,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,32.0,True,362.0,0.0883977900552486,False,19_Alfonso Ribeiro,32.0,0.0883977900552486,
19,3,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,32.0,True,353.0,0.0906515580736544,False,19_Alfonso Ribeiro,32.0,0.0906515580736544,
19,4,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,40.0,True,320.0,0.125,False,19_Alfonso Ribeiro,40.0,0.125,
19,5,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,34.0,True,264.0,0.1287878787878787,False,19_Alfonso Ribeiro,34.0,0.1287878787878787,
19,6,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,39.0,True,293.0,0.1331058020477815,False,19_Alfonso Ribeiro,39.0,0.1331058020477815,
19,7,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,34.0,True,258.5,0.1315280464216634,False,19_Alfonso Ribeiro,34.0,0.1315280464216634,
19,8,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,41.0,True,248.0,0.1653225806451612,False,19_Alfonso Ribeiro,41.0,0.1653225806451612,
19,9,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,38.5,True,214.0,0.1799065420560747,False,19_Alfonso Ribeiro,38.5,0.1799065420560747,
19,10,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,37.5,True,182.5,0.2054794520547945,False,19_Alfonso Ribeiro,37.5,0.2054794520547945,
19,11,Alfonso Ribeiro,Witney Carson,Actor/Actress,42,1st Place,1,,40.0,True,156.33300000000003,0.2558640849980489,False,19_Alfonso Ribeiro,40.0,0.2558640849980489,
19,1,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,22.0,True,372.0,0.0591397849462365,True,19_Lolo Jones,22.0,0.0591397849462365,1.0
19,2,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,362.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,3,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,353.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,4,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,320.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,5,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,264.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,6,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,293.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,7,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,258.5,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,8,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,248.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,9,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,214.0,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,10,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,182.5,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,11,Lolo Jones,Keo Motsepe,Athlete,32,Eliminated Week 1,13,1.0,0.0,False,156.33300000000003,0.0,False,19_Lolo Jones,0.0,0.0,1.0
19,1,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,31.0,True,372.0,0.0833333333333333,False,19_Randy Couture,31.0,0.0833333333333333,3.0
19,2,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,28.0,True,362.0,0.0773480662983425,False,19_Randy Couture,28.0,0.0773480662983425,3.0
19,3,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,26.0,True,353.0,0.0736543909348441,True,19_Randy Couture,26.0,0.0736543909348441,3.0
19,4,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,320.0,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,5,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,264.0,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,6,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,293.0,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,7,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,258.5,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,8,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,248.0,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,9,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,214.0,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,10,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,182.5,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,11,Randy Couture,Karina Smirnoff,Athlete,51,Eliminated Week 3,11,3.0,0.0,False,156.33300000000003,0.0,False,19_Randy Couture,0.0,0.0,3.0
19,1,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,27.0,True,372.0,0.0725806451612903,False,19_Tommy Chong,27.0,0.0725806451612903,10.0
19,2,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,28.0,True,362.0,0.0773480662983425,False,19_Tommy Chong,28.0,0.0773480662983425,10.0
19,3,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,34.0,True,353.0,0.0963172804532577,False,19_Tommy Chong,34.0,0.0963172804532577,10.0
19,4,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,28.0,True,320.0,0.0875,False,19_Tommy Chong,28.0,0.0875,10.0
19,5,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,23.0,True,264.0,0.0871212121212121,False,19_Tommy Chong,23.0,0.0871212121212121,10.0
19,6,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,28.0,True,293.0,0.0955631399317406,False,19_Tommy Chong,28.0,0.0955631399317406,10.0
19,7,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,30.0,True,258.5,0.11605415860735,False,19_Tommy Chong,30.0,0.11605415860735,10.0
19,8,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,29.0,True,248.0,0.1169354838709677,False,19_Tommy Chong,29.0,0.1169354838709677,10.0
19,9,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,28.5,True,214.0,0.1331775700934579,False,19_Tommy Chong,28.5,0.1331775700934579,10.0
19,10,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,31.0,True,182.5,0.1698630136986301,True,19_Tommy Chong,31.0,0.1698630136986301,10.0
19,11,Tommy Chong,Peta Murgatroyd,Comedian,76,Eliminated Week 10,5,10.0,0.0,False,156.33300000000003,0.0,False,19_Tommy Chong,0.0,0.0,10.0
19,1,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,20.0,True,372.0,0.053763440860215,False,19_Betsey Johnson,20.0,0.053763440860215,4.0
19,2,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,28.0,True,362.0,0.0773480662983425,False,19_Betsey Johnson,28.0,0.0773480662983425,4.0
19,3,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,29.0,True,353.0,0.0821529745042493,False,19_Betsey Johnson,29.0,0.0821529745042493,4.0
19,4,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,29.0,True,320.0,0.090625,True,19_Betsey Johnson,29.0,0.090625,4.0
19,5,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,264.0,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,6,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,293.0,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,7,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,258.5,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,8,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,248.0,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,9,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,214.0,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,10,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,182.5,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,11,Betsey Johnson,Tony Dovolani,Fashion Designer,72,Eliminated Week 4,10,4.0,0.0,False,156.33300000000003,0.0,False,19_Betsey Johnson,0.0,0.0,4.0
19,1,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,25.0,True,372.0,0.0672043010752688,False,19_Michael Waltrip,25.0,0.0672043010752688,8.0
19,2,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,24.0,True,362.0,0.0662983425414364,False,19_Michael Waltrip,24.0,0.0662983425414364,8.0
19,3,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,28.0,True,353.0,0.0793201133144475,False,19_Michael Waltrip,28.0,0.0793201133144475,8.0
19,4,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,25.0,True,320.0,0.078125,False,19_Michael Waltrip,25.0,0.078125,8.0
19,5,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,20.0,True,264.0,0.0757575757575757,False,19_Michael Waltrip,20.0,0.0757575757575757,8.0
19,6,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,30.0,True,293.0,0.1023890784982935,False,19_Michael Waltrip,30.0,0.1023890784982935,8.0
19,7,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,28.0,True,258.5,0.1083172147001934,False,19_Michael Waltrip,28.0,0.1083172147001934,8.0
19,8,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,25.0,True,248.0,0.1008064516129032,True,19_Michael Waltrip,25.0,0.1008064516129032,8.0
19,9,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,0.0,False,214.0,0.0,False,19_Michael Waltrip,0.0,0.0,8.0
19,10,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,0.0,False,182.5,0.0,False,19_Michael Waltrip,0.0,0.0,8.0
19,11,Michael Waltrip,Emma Slater,Racing Driver,51,Eliminated Week 8,7,8.0,0.0,False,156.33300000000003,0.0,False,19_Michael Waltrip,0.0,0.0,8.0
19,1,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,29.0,True,372.0,0.0779569892473118,False,19_Tavis Smiley,29.0,0.0779569892473118,2.0
19,2,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,28.0,True,362.0,0.0773480662983425,True,19_Tavis Smiley,28.0,0.0773480662983425,2.0
19,3,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,353.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,4,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,320.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,5,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,264.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,6,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,293.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,7,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,258.5,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,8,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,248.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,9,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,214.0,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,10,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,182.5,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,11,Tavis Smiley,Sharna Burgess,Radio Personality,50,Eliminated Week 2,12,2.0,0.0,False,156.33300000000003,0.0,False,19_Tavis Smiley,0.0,0.0,2.0
19,1,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,32.0,True,372.0,0.086021505376344,False,19_Bethany Mota,32.0,0.086021505376344,11.0
19,2,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,33.0,True,362.0,0.0911602209944751,False,19_Bethany Mota,33.0,0.0911602209944751,11.0
19,3,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,40.0,True,353.0,0.1133144475920679,False,19_Bethany Mota,40.0,0.1133144475920679,11.0
19,4,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,33.0,True,320.0,0.103125,False,19_Bethany Mota,33.0,0.103125,11.0
19,5,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,32.0,True,264.0,0.1212121212121212,False,19_Bethany Mota,32.0,0.1212121212121212,11.0
19,6,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,36.0,True,293.0,0.1228668941979522,False,19_Bethany Mota,36.0,0.1228668941979522,11.0
19,7,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,37.5,True,258.5,0.1450676982591876,False,19_Bethany Mota,37.5,0.1450676982591876,11.0
19,8,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,40.0,True,248.0,0.1612903225806451,False,19_Bethany Mota,40.0,0.1612903225806451,11.0
19,9,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,37.0,True,214.0,0.1728971962616822,False,19_Bethany Mota,37.0,0.1728971962616822,11.0
19,10,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,38.0,True,182.5,0.2082191780821917,False,19_Bethany Mota,38.0,0.2082191780821917,11.0
19,11,Bethany Mota,Derek Hough,Social Media Personality,18,Eliminated Week 11,4,11.0,38.0,True,156.33300000000003,0.2430708807481465,True,19_Bethany Mota,38.0,0.2430708807481465,11.0
19,1,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,34.0,True,372.0,0.0913978494623656,False,19_Sadie Robertson,34.0,0.0913978494623656,
19,2,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,31.0,True,362.0,0.0856353591160221,False,19_Sadie Robertson,31.0,0.0856353591160221,
19,3,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,32.0,True,353.0,0.0906515580736544,False,19_Sadie Robertson,32.0,0.0906515580736544,
19,4,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,37.0,True,320.0,0.115625,False,19_Sadie Robertson,37.0,0.115625,
19,5,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,36.0,True,264.0,0.1363636363636363,False,19_Sadie Robertson,36.0,0.1363636363636363,
19,6,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,35.0,True,293.0,0.1194539249146757,False,19_Sadie Robertson,35.0,0.1194539249146757,
19,7,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,31.0,True,258.5,0.1199226305609284,False,19_Sadie Robertson,31.0,0.1199226305609284,
19,8,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,38.0,True,248.0,0.1532258064516129,False,19_Sadie Robertson,38.0,0.1532258064516129,
19,9,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,36.5,True,214.0,0.1705607476635514,False,19_Sadie Robertson,36.5,0.1705607476635514,
19,10,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,37.0,True,182.5,0.2027397260273972,False,19_Sadie Robertson,37.0,0.2027397260273972,
19,11,Sadie Robertson,Mark Ballas,TV Personality,17,2nd Place,2,,39.333200000000005,True,156.33300000000003,0.2515988307011315,False,19_Sadie Robertson,39.333200000000005,0.2515988307011315,
20,1,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,25.0,True,318.0,0.0786163522012578,False,20_Suzanne Somers,25.0,0.0786163522012578,5.0
20,2,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,28.0,True,347.0,0.0806916426512968,False,20_Suzanne Somers,28.0,0.0806916426512968,5.0
20,3,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,25.0,True,313.0,0.0798722044728434,False,20_Suzanne Somers,25.0,0.0798722044728434,5.0
20,4,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,28.0,True,325.0,0.0861538461538461,False,20_Suzanne Somers,28.0,0.0861538461538461,5.0
20,5,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,28.0,True,283.0,0.0989399293286219,True,20_Suzanne Somers,28.0,0.0989399293286219,5.0
20,6,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,0.0,False,283.0,0.0,False,20_Suzanne Somers,0.0,0.0,5.0
20,7,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,0.0,False,254.0,0.0,False,20_Suzanne Somers,0.0,0.0,5.0
20,8,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,0.0,False,211.5,0.0,False,20_Suzanne Somers,0.0,0.0,5.0
20,9,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,0.0,False,157.0,0.0,False,20_Suzanne Somers,0.0,0.0,5.0
20,10,Suzanne Somers,Tony Dovolani,Actor/Actress,68,Eliminated Week 5,9,5.0,0.0,False,116.0,0.0,False,20_Suzanne Somers,0.0,0.0,5.0
20,1,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,25.0,True,318.0,0.0786163522012578,False,20_Willow Shields,25.0,0.0786163522012578,7.0
20,2,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,32.0,True,347.0,0.0922190201729106,False,20_Willow Shields,32.0,0.0922190201729106,7.0
20,3,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,32.0,True,313.0,0.1022364217252396,False,20_Willow Shields,32.0,0.1022364217252396,7.0
20,4,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,39.0,True,325.0,0.12,False,20_Willow Shields,39.0,0.12,7.0
20,5,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,34.0,True,283.0,0.1201413427561837,False,20_Willow Shields,34.0,0.1201413427561837,7.0
20,6,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,36.5,True,283.0,0.1289752650176678,False,20_Willow Shields,36.5,0.1289752650176678,7.0
20,7,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,39.0,True,254.0,0.1535433070866141,True,20_Willow Shields,39.0,0.1535433070866141,7.0
20,8,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,0.0,False,211.5,0.0,False,20_Willow Shields,0.0,0.0,7.0
20,9,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,0.0,False,157.0,0.0,False,20_Willow Shields,0.0,0.0,7.0
20,10,Willow Shields,Mark Ballas,Actor/Actress,14,Eliminated Week 7,7,7.0,0.0,False,116.0,0.0,False,20_Willow Shields,0.0,0.0,7.0
20,1,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,31.0,True,318.0,0.0974842767295597,False,20_Riker Lynch,31.0,0.0974842767295597,
20,2,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,32.0,True,347.0,0.0922190201729106,False,20_Riker Lynch,32.0,0.0922190201729106,
20,3,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,34.0,True,313.0,0.108626198083067,False,20_Riker Lynch,34.0,0.108626198083067,
20,4,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,34.0,True,325.0,0.1046153846153846,False,20_Riker Lynch,34.0,0.1046153846153846,
20,5,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,38.0,True,283.0,0.1342756183745583,False,20_Riker Lynch,38.0,0.1342756183745583,
20,6,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,38.0,True,283.0,0.1342756183745583,False,20_Riker Lynch,38.0,0.1342756183745583,
20,7,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,37.0,True,254.0,0.1456692913385826,False,20_Riker Lynch,37.0,0.1456692913385826,
20,8,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,39.0,True,211.5,0.1843971631205673,False,20_Riker Lynch,39.0,0.1843971631205673,
20,9,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,40.0,True,157.0,0.2547770700636942,False,20_Riker Lynch,40.0,0.2547770700636942,
20,10,Riker Lynch,Allison Holker,Actor/Actress,23,2nd Place,2,,40.0,True,116.0,0.3448275862068966,False,20_Riker Lynch,40.0,0.3448275862068966,
20,1,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,32.0,True,318.0,0.10062893081761,False,20_Rumer Willis,32.0,0.10062893081761,
20,2,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,32.0,True,347.0,0.0922190201729106,False,20_Rumer Willis,32.0,0.0922190201729106,
20,3,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,33.0,True,313.0,0.1054313099041533,False,20_Rumer Willis,33.0,0.1054313099041533,
20,4,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,35.0,True,325.0,0.1076923076923077,False,20_Rumer Willis,35.0,0.1076923076923077,
20,5,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,39.0,True,283.0,0.1378091872791519,False,20_Rumer Willis,39.0,0.1378091872791519,
20,6,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,35.5,True,283.0,0.1254416961130742,False,20_Rumer Willis,35.5,0.1254416961130742,
20,7,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,37.0,True,254.0,0.1456692913385826,False,20_Rumer Willis,37.0,0.1456692913385826,
20,8,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,40.0,True,211.5,0.1891252955082742,False,20_Rumer Willis,40.0,0.1891252955082742,
20,9,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,39.0,True,157.0,0.2484076433121019,False,20_Rumer Willis,39.0,0.2484076433121019,
20,10,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,26,1st Place,1,,40.0,True,116.0,0.3448275862068966,False,20_Rumer Willis,40.0,0.3448275862068966,
20,1,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,30.0,True,318.0,0.0943396226415094,False,20_Nastia Liukin,30.0,0.0943396226415094,9.0
20,2,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,34.0,True,347.0,0.0979827089337175,False,20_Nastia Liukin,34.0,0.0979827089337175,9.0
20,3,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,34.0,True,313.0,0.108626198083067,False,20_Nastia Liukin,34.0,0.108626198083067,9.0
20,4,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,36.0,True,325.0,0.1107692307692307,False,20_Nastia Liukin,36.0,0.1107692307692307,9.0
20,5,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,38.0,True,283.0,0.1342756183745583,False,20_Nastia Liukin,38.0,0.1342756183745583,9.0
20,6,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,36.5,True,283.0,0.1289752650176678,False,20_Nastia Liukin,36.5,0.1289752650176678,9.0
20,7,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,41.0,True,254.0,0.1614173228346456,False,20_Nastia Liukin,41.0,0.1614173228346456,9.0
20,8,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,38.0,True,211.5,0.1796690307328605,False,20_Nastia Liukin,38.0,0.1796690307328605,9.0
20,9,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,40.0,True,157.0,0.2547770700636942,True,20_Nastia Liukin,40.0,0.2547770700636942,9.0
20,10,Nastia Liukin,Derek Hough,Athlete,25,Eliminated Week 9,4,9.0,0.0,False,116.0,0.0,False,20_Nastia Liukin,0.0,0.0,9.0
